"StockDatabaseID","StockKey","stock","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","year","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
3059,169086,"cod.27.21","Cod (Gadus morhua) in Subdivision 21 (Kattegat)",136519,"cod-kat",2022,"Gadus morhua","Cod","Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGNS","Advice Drafting Group for North Sea stocks","3",2021,1,2022,"Age-based analytical assessment (stochastic state–space model SAM) considered indicative of trends only",NA,"PA","Catches","Assessment","Yes in year(s) 2018","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2021-11-17T09:56:30.767+01:00"
3060,169192,"pol.27.3a4","Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136633,"pol-nsea",2022,"Pollachius pollachius","Pollack","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","5.2",2021,3,2024,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2016, 2021","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.32",NA,"2021-10-26T13:10:49.377+01:00"
3061,169275,"sol.27.7e","Sole (Solea solea) in Division 7.e (western English Channel)",136715,"sol-echw",2022,"Solea solea","Sole","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2021,1,2022,"Age-structured model (XSA)",NA,"MSY","Catches","Advice","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2021-11-17T11:20:05.737+01:00"
3062,169163,"nep.fu.33","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)",136604,"nep-33",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2020,2,2022,"Data-limited approach for Nephrops",NA,"PA","Catches","not used","No","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.15",NA,"2021-03-16T12:34:36.393+01:00"
3063,169257,"sbr.27.9","Blackspot seabream (Pagellus bogaraveo) in Subarea 9 (Atlantic Iberian waters)",136695,"sbr-ix",2022,"Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2020,2,2022,"Trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2014, 2018","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.38",NA,"2020-10-19T11:25:42.1+01:00"
3064,169065,"bll.27.3a47de","Brill (Scophthalmus rhombus) in Subarea 4 and divisions 3.a and 7.d-e (North Sea, Skagerrak and Kattegat, English Channel)",136497,"bll-nsea",2022,"Scophthalmus rhombus","Brill","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3.2",2021,1,2022,"Commercial lpue trends-based assessment",NA,"PA","Catches","assessment","No","demersal piscivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.1",NA,"2021-10-26T13:03:32.213+01:00"
3065,169296,"usk.27.1-2","Tusk (Brosme brosme) in subareas 1 and 2 (Northeast Arctic)",136732,"usk-arct",2022,"Brosme brosme","Tusk","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Trends in the cpue assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.44",NA,"2021-10-26T10:53:45.857+01:00"
3066,169133,"lin.27.1-2","Ling (Molva molva) in subareas 1 and 2 (Northeast Arctic)",136571,"lin-arct",2022,"Molva molva","Ling","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","not used","Yes in year(s) 2013, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.22",NA,"2021-05-19T12:40:26.5+01:00"
3067,233927,"lin.27.346-91214","Ling (Molva molva) in subareas 3,4, 6–9, 12, and 14 (Northeast Atlantic and Arctic Ocean)",NA,NA,2022,"Molva molva","Ling","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","Used","Yes in year(s) 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.26",NA,"2021-05-19T13:25:25.617+01:00"
3068,169298,"usk.27.12ac","Tusk (Brosme brosme) in Subarea 12, excluding Division 12.b (southern Mid-Atlantic Ridge)",136734,"usk-mar",2022,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2019,5,2024,"no assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.47",NA,"2019-06-11T12:19:01.68+01:00"
3069,169299,"usk.27.3a45b6a7-912b","Tusk (Brosme brosme) in subareas 4 and 7-9 and divisions 3.a, 5.b, 6.a, and 12.b (Northeast Atlantic)",136735,"usk-oth",2022,"Brosme brosme","Tusk","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.46",NA,"2021-10-26T10:54:07.95+01:00"
3070,169300,"usk.27.6b","Tusk (Brosme brosme) in Division 6.b (Rockall)",136736,"usk-rock",2022,"Brosme brosme","Tusk","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2020,2,2022,"no assessment",NA,"PA","Catches","yes","Yes in year(s) 2012, 2018","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.49",NA,"2020-10-19T11:27:37.053+01:00"
3071,169263,"reb.27.5a14","Beaked redfish  (Sebastes mentella) in Subarea 14 and Division 5.a, Icelandic slope stock (East of Greenland, Iceland grounds)",136703,"smn-con",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3.2",2021,1,2022,"Survey trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2013, 2017","demersal piscivore","Demersal","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.11",NA,"2021-12-10T11:20:42.317+01:00"
3072,169264,"reb.2127.dp","Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (deep pelagic stock > 500 m) ",136704,"smn-dp",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","2.13",2021,3,2024,"Analytical age-length structured, catches in model and forecast",NA,"MSY","Catches","Not used","NA","demersal piscivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.12",NA,"2022-01-14T11:07:39.67+01:00"
3073,169266,"reb.2127.sp","Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (shallow pelagic stock < 500 m)",136706,"smn-sp",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3",2021,3,2024,"Survey trends-based assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.9",NA,"2021-10-12T12:33:50.43+01:00"
3074,169267,"reg.27.561214","Golden redfish (Sebastes norvegicus) in subareas 5, 6, 12, and 14 (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)",136707,"smr-5614",2022,"Sebastes norvegicus","Golden redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2021,1,2022,"Age- and length-structured model (Gadget)",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.13",NA,"2021-06-18T12:29:07.497+01:00"
3075,169176,"ory.27.nea","Orange roughy (Hoplostethus atlanticus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136613,"ory-comb",2022,"Hoplostethus atlanticus","Orange roughy","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2020,4,2024,"no assessment",NA,"PA","Catches","not used","No","na","Demersal","na",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.28",NA,"2020-10-19T11:20:12.953+01:00"
3076,169234,"rng.27.5b6712b","Roundnose grenadier (Coryphaenoides rupestris) in subareas 6-7 and divisions 5.b and 12.b (Celtic Seas and the English Channel, Faroes grounds, and western Hatton Bank)",136669,"rng-5b67",2022,"Coryphaenoides rupestris","Roundnose grenadier","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2020,2,2022,"catch only",NA,"PA","Catches","yes","Yes in year(s) 2016","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.37",NA,"2021-04-26T15:34:36.977+01:00"
3077,169051,"ane.27.8","Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)",136484,"ane-bisc",2022,"Engraulis encrasicolus","Anchovy","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","1",2021,1,2022,"Two-stage Bayesian biomass dynamic model (CBBM)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.1",NA,"2021-12-09T15:29:43.327+01:00"
3078,169058,"aru.27.5b6a","Greater silver smelt (Argentina silus) in divisions 5.b and 6.a (Faroes grounds and west of Scotland)",150497,"arg-5b6a",2022,"Argentina silus","Greater silver smelt","Celtic Seas Ecoregion, Faroes Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2021,1,2022,"Survey trends-based assessment",NA,"MSY","Catches","NA","NA","pelagic planktivore","Pelagic","medium bathydemersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.5",NA,"2021-10-26T10:47:21.507+01:00"
3079,169140,"ldb.27.8c9a","Four-spot megrim (Lepidorhombus boscii) in divisions 8.c and 9.a (southern Bay of Biscay and Atlantic Iberian waters East)",136579,"mgb-8c9a",2022,"Lepidorhombus boscii","Four-spot megrim","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2021,1,2022,"Age-structured model (XSA)",NA,"MP","Catches","Assessment","NA","demersal piscivore","Benthic","medium bathydemersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.7",NA,"2021-11-17T11:38:28.783+01:00"
3080,169166,"nep.fu.5","Norway lobster (Nephrops norvegicus) in divisions 4.b and 4.c, Functional Unit 5 (central and southern North Sea, Botney Cut-Silver Pit)",136606,"nep-5",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2020,2,2022,"Data-limited approach for Nephrops",NA,"PA","Catches","no","Yes in year(s) 2020","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.18",NA,"2021-05-12T14:18:21.55+01:00"
3081,169167,"nep.fu.6","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 6 (central North Sea, Farn Deeps)",136607,"nep-6",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.19",NA,"2021-11-16T09:46:28.333+01:00"
3082,169052,"ane.27.9a","Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)",136485,"ane-pore",2022,"Engraulis encrasicolus","Anchovy","Bay of Biscay and the Iberian Coast Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","3",2021,1,2022,"Gadget model used for trends only",NA,"PA","Catches","used","No","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2022-01-14T10:56:08.32+01:00"
3083,169124,"her.27.28","Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)",136561,"her-riga",2022,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2021,1,2022,"Age-structured model (XSA)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2021-05-31T12:37:26.807+01:00"
3084,169229,"rju.27.8ab","Undulate ray (Raja undulata) in divisions 8.a-b (northern and central Bay of Biscay)",140779,"rju-8ab",2022,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6",2020,2,2022,"no assessment",NA,"PA","Catches","used for first time in 2018 and again in 2020","Yes in year(s) 2018","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.27",NA,"2020-11-12T11:53:09.007+01:00"
3085,169128,"hom.27.3a4bc7d","Horse mackerel (Trachurus trachurus) in divisions 3.a, 4.b-c, and 7.d (Skagerrak and Kattegat, southern and central North Sea, eastern English Channel)",136566,"hom-nsea",2022,"Trachurus trachurus","Horse mackerel","Greater North Sea Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","3.2",2021,2,2023,"no assessment",NA,"PA","Catches","Advice","Yes in year(s) 2014, 2017, 2021","pelagic piscivore","Pelagic","small pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.7",NA,"2022-01-14T10:59:40.237+01:00"
3086,169130,"hom.27.2a4a5b6a7a-ce-k8","Horse mackerel (Trachurus trachurus) in Subarea 8 and divisions 2.a, 4.a, 5.b, 6.a, 7.a-c,e-k (the Northeast Atlantic)",136568,"hom-west",2022,"Trachurus trachurus","Horse mackerel","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","1",2021,1,2022,"SS3",NA,"MSY","Catches","not used","NA","pelagic piscivore","Pelagic","small pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.24",NA,"2021-10-26T13:59:10.927+01:00"
3087,169118,"her.27.20-24","Herring (Clupea harengus) in subdivisions 20-24, spring spawners (Skagerrak, Kattegat, and western Baltic)",136555,"her-3a22",2022,"Clupea harengus","Herring","Baltic Sea Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group","1.2",2021,1,2022,"Age-structured model (SAM)",NA,"MSY","Catches","negligible","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.5",NA,"2021-10-26T12:46:45.36+01:00"
3088,169081,"cod.27.5b2","Cod (Gadus morhua) in Subdivision 5.b.2 (Faroe Bank)",136515,"cod-farb",2022,"Gadus morhua","Cod","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","3.8",2019,3,2022,"Survey trends-based assessment",NA,"PA","Catches","not used","No","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","4.3.2",NA,"2019-12-10T11:40:53.89+01:00"
3089,169239,"pok.27.5b","Saithe (Pollachius virens) in Division 5.b (Faroes grounds)",136676,"sai-faro",2022,"Pollachius virens","Saithe","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","1.7",2021,1,2022,"Age-structured model (SAM)",NA,"MSY","Fishing mortality","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","4.3.4",NA,"2021-12-06T09:45:49.43+01:00"
3090,169146,"nep.fu.11","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 11 (West of Scotland, North Minch)",136586,"nep-11",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.17",NA,"2021-11-11T15:15:46.09+01:00"
3091,169147,"nep.fu.12","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 12 (West of Scotland, South Minch)",136587,"nep-12",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.22",NA,"2021-11-11T15:16:30.227+01:00"
3092,169148,"nep.fu.13","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 13 (West of Scotland, the Firth of Clyde and Sound of Jura)",136588,"nep-13",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.21",NA,"2021-11-11T15:17:10.993+01:00"
3093,169129,"hom.27.9a","Horse mackerel (Trachurus trachurus) in Division 9.a (Atlantic Iberian waters)",136567,"hom-soth",2022,"Trachurus trachurus","Horse mackerel","Bay of Biscay and the Iberian Coast Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","1",2021,1,2022,"Age-structured model (AMISH)",NA,"MSY","Catches","not used","NA","pelagic piscivore","Pelagic","small pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2021-10-26T13:51:24.407+01:00"
3094,169078,"cod.27.7e-k","Cod (Gadus morhua) in divisions 7.e-k (eastern English Channel and southern Celtic Seas)",136511,"cod-7e-k",2022,"Gadus morhua","Cod","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2021,1,2022,"Age-based stochastic analytical assessment (SAM)",NA,"MSY","Catches","not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.5",NA,"2021-11-17T10:58:49.347+01:00"
3095,169186,"ple.27.7d","Plaice (Pleuronectes platessa) in Division 7.d (eastern English Channel)",136625,"ple-eche",2022,"Pleuronectes platessa","Plaice","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2021,1,2022,"Age-structured model (Aarts and Poos)",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.23",NA,"2021-10-26T13:09:24.667+01:00"
3096,169197,"raj.27.1012","Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)",136638,"raj-mar",2022,"Rajidae","Rays and skates","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.31",NA,"2021-10-15T12:52:38.307+01:00"
3097,169258,"sbr.27.10","Blackspot seabream (Pagellus bogaraveo) in Subarea 10 (Azores grounds)",136696,"sbr-x",2022,"Pagellus bogaraveo","Blackspot seabream","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,1,2022,"Survey-trends based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2019","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.39",NA,"2021-10-26T10:52:46.76+01:00"
3098,169259,"sck.27.nea","Kitefin shark (Dalatias licha) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136697,"sck-nea",2022,"Dalatias licha","Kitefin shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.40",NA,"2019-10-17T10:17:31.487+01:00"
3099,169048,"alf.27.nea","Alfonsinos (Beryx spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136482,"alf-comb",2022,"Beryx","Alfonsinos","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2020,2,2022,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2012, 2018","pelagic piscivore","Demersal","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.2",NA,"2020-10-19T11:08:33.437+01:00"
